"日付け","終値","始値","高値","安値","前日比%"
"2012年08月17日","79.56","79.31","79.57","79.20","0.28%"
"2012年08月16日","79.34","78.99","79.39","78.89","0.43%"
"2012年08月15日","79.00","78.72","79.04","78.57","0.34%"
"2012年08月14日","78.73","78.30","78.93","78.28","0.52%"
"2012年08月13日","78.32","78.22","78.37","78.14","0.05%"
"2012年08月10日","78.28","78.55","78.64","78.14","-0.36%"
"2012年08月09日","78.56","78.41","78.79","78.27","0.18%"
"2012年08月08日","78.42","78.59","78.65","78.21","-0.24%"
"2012年08月07日","78.61","78.24","78.73","78.12","0.46%"
"2012年08月06日","78.25","78.46","78.63","78.13","-0.29%"
"2012年08月03日","78.48","78.23","78.77","78.03","0.32%"
"2012年08月02日","78.23","78.44","78.53","78.11","-0.27%"
"2012年08月01日","78.44","78.10","78.50","77.91","0.40%"
"2012年07月31日","78.13","78.17","78.30","78.02","-0.06%"
"2012年07月30日","78.18","78.44","78.54","78.10","-0.31%"
"2012年07月27日","78.42","78.21","78.67","78.05","0.26%"
"2012年07月26日","78.22","78.15","78.31","78.01","0.06%"
"2012年07月25日","78.17","78.16","78.27","78.04","-0.03%"
"2012年07月24日","78.19","78.37","78.38","78.08","-0.26%"
"2012年07月23日","78.39","78.43","78.52","77.95","-0.13%"
"2012年07月20日","78.49","78.57","78.80","78.42","-0.13%"
"2012年07月19日","78.59","78.78","78.82","78.42","-0.28%"
"2012年07月18日","78.81","79.03","79.14","78.74","-0.33%"
"2012年07月17日","79.07","78.85","79.17","78.77","0.27%"
"2012年07月16日","78.86","79.23","79.28","78.67","-0.45%"
"2012年07月13日","79.22","79.27","79.39","79.07","-0.10%"
"2012年07月12日","79.30","79.72","79.94","79.16","-0.56%"
"2012年07月11日","79.75","79.40","79.78","79.11","0.39%"
"2012年07月10日","79.44","79.54","79.59","79.18","-0.18%"
"2012年07月09日","79.58","79.65","79.74","79.41","-0.11%"
"2012年07月06日","79.67","79.91","80.01","79.48","-0.28%"
"2012年07月05日","79.89","79.86","80.09","79.54","0.06%"
"2012年07月04日","79.84","79.80","79.89","79.56","0.00%"
"2012年07月03日","79.84","79.48","79.93","79.40","0.43%"
"2012年07月02日","79.50","79.89","79.96","79.29","-0.39%"
"2012年06月29日","79.81","79.41","79.99","79.14","0.45%"
"2012年06月28日","79.45","79.67","79.75","79.21","-0.33%"
"2012年06月27日","79.71","79.50","79.87","79.32","0.26%"
"2012年06月26日","79.50","79.61","79.78","79.22","-0.21%"
"2012年06月25日","79.67","80.46","80.59","79.41","-0.93%"
"2012年06月22日","80.42","80.21","80.56","79.99","0.19%"
"2012年06月21日","80.27","79.45","80.33","79.36","0.94%"
"2012年06月20日","79.52","78.99","79.67","78.77","0.73%"
"2012年06月19日","78.94","79.10","79.11","78.83","-0.23%"
"2012年06月18日","79.12","78.90","79.29","78.84","0.51%"
"2012年06月15日","78.72","79.39","79.51","78.59","-0.84%"
"2012年06月14日","79.39","79.41","79.47","79.14","-0.03%"
"2012年06月13日","79.41","79.54","79.74","79.27","-0.16%"
"2012年06月12日","79.54","79.39","79.68","79.13","0.15%"
"2012年06月11日","79.42","79.55","79.71","79.34","-0.09%"
"2012年06月08日","79.49","79.66","79.75","79.09","-0.19%"
"2012年06月07日","79.64","79.22","79.78","79.18","0.52%"
"2012年06月06日","79.23","78.71","79.26","78.58","0.58%"
"2012年06月05日","78.77","78.31","78.84","78.09","0.55%"
"2012年06月04日","78.34","78.07","78.41","77.96","0.41%"
"2012年06月01日","78.02","78.35","78.64","77.65","-0.43%"
"2012年05月31日","78.36","79.08","79.13","78.20","-0.92%"
"2012年05月30日","79.09","79.52","79.56","78.85","-0.54%"
"2012年05月29日","79.52","79.45","79.63","79.36","0.06%"
"2012年05月28日","79.47","79.66","79.66","79.31","-0.26%"
"2012年05月25日","79.68","79.56","79.81","79.47","0.14%"
"2012年05月24日","79.57","79.46","79.63","79.31","0.13%"
"2012年05月23日","79.47","79.95","80.07","79.20","-0.64%"
"2012年05月22日","79.98","79.28","80.14","79.25","0.84%"
"2012年05月21日","79.31","79.17","79.45","79.08","0.35%"
"2012年05月18日","79.03","79.32","79.45","78.97","-0.40%"
"2012年05月17日","79.35","80.30","80.39","79.12","-1.20%"
"2012年05月16日","80.31","80.18","80.55","80.17","0.15%"
"2012年05月15日","80.19","79.83","80.33","79.78","0.36%"
"2012年05月14日","79.90","79.95","80.18","79.66","-0.08%"
"2012年05月11日","79.96","79.86","80.00","79.71","0.05%"
"2012年05月10日","79.92","79.65","80.02","79.58","0.35%"
"2012年05月09日","79.64","79.89","79.93","79.41","-0.30%"
"2012年05月08日","79.88","79.88","80.07","79.68","-0.04%"
"2012年05月07日","79.91","79.75","79.99","79.64","0.08%"
"2012年05月04日","79.85","80.17","80.35","79.78","-0.47%"
"2012年05月03日","80.23","80.14","80.55","80.11","0.12%"
"2012年05月02日","80.14","80.23","80.61","80.06","-0.11%"
"2012年05月01日","80.23","79.94","80.30","79.64","0.36%"
"2012年04月30日","79.94","80.36","80.37","79.74","-0.41%"
"2012年04月27日","80.27","81.07","81.44","80.22","-0.99%"
"2012年04月26日","81.07","81.32","81.42","80.67","-0.31%"
"2012年04月25日","81.32","81.40","81.69","81.08","-0.10%"
"2012年04月24日","81.40","81.09","81.44","80.86","0.38%"
"2012年04月23日","81.09","81.60","81.60","80.97","-0.53%"
"2012年04月20日","81.52","81.63","81.78","81.48","-0.13%"
"2012年04月19日","81.63","81.32","81.74","81.27","0.38%"
"2012年04月18日","81.32","81.07","81.56","81.01","0.31%"
"2012年04月17日","81.06","80.41","81.11","80.37","0.82%"
"2012年04月16日","80.41","80.92","81.00","80.30","-0.63%"
"2012年04月13日","80.92","80.95","81.19","80.83","-0.03%"
"2012年04月12日","80.94","81.00","81.13","80.74","-0.07%"
"2012年04月11日","81.00","80.68","81.12","80.59","0.40%"
"2012年04月10日","80.68","81.65","81.86","80.65","-1.18%"
"2012年04月09日","81.64","81.30","81.67","81.23","0.00%"
"2012年04月06日","81.64","82.22","82.56","81.33","-0.70%"
"2012年04月05日","82.21","82.42","82.45","81.83","-0.27%"
"2012年04月04日","82.44","82.85","82.94","82.10","-0.49%"
"2012年04月03日","82.85","81.63","82.99","81.63","1.48%"
"2012年04月02日","81.64","82.89","83.30","81.56","-1.48%"
"2012年03月30日","82.87","82.29","82.88","81.84","0.70%"
"2012年03月29日","82.29","82.84","82.87","81.92","-0.66%"
"2012年03月28日","82.85","83.07","83.18","82.61","-0.28%"
"2012年03月27日","83.07","83.02","83.38","82.64","0.07%"
"2012年03月26日","83.02","82.60","83.04","82.56","0.81%"
"2012年03月23日","82.35","82.53","82.95","81.99","-0.22%"
"2012年03月22日","82.53","83.20","83.47","82.33","-0.80%"
"2012年03月21日","83.20","83.67","84.10","83.14","-0.57%"
"2012年03月20日","83.67","83.38","83.83","83.32","0.35%"
"2012年03月19日","83.38","83.46","83.57","83.02","-0.08%"
"2012年03月16日","83.44","83.50","83.94","83.19","-0.07%"
"2012年03月15日","83.50","83.84","84.18","83.20","-0.40%"
"2012年03月14日","83.83","82.96","83.91","82.96","1.06%"
"2012年03月13日","82.96","82.38","83.08","81.97","0.71%"
"2012年03月12日","82.38","82.35","82.43","82.11","-0.13%"
"2012年03月09日","82.48","81.60","82.64","81.48","1.09%"
"2012年03月08日","81.60","81.36","81.73","81.18","0.29%"
"2012年03月07日","81.36","80.64","81.36","80.59","0.89%"
"2012年03月06日","80.64","81.53","81.57","80.59","-1.09%"
"2012年03月05日","81.53","81.62","81.79","81.16","-0.33%"
"2012年03月02日","81.80","81.09","81.87","81.09","0.88%"
"2012年03月01日","81.09","81.29","81.32","80.84","-0.24%"
"2012年02月29日","81.29","80.49","81.38","80.26","1.00%"
"2012年02月28日","80.48","80.47","80.79","80.02","0.01%"
"2012年02月27日","80.47","81.48","81.49","80.14","-0.90%"
"2012年02月24日","81.20","79.94","81.22","79.94","1.57%"
"2012年02月23日","79.95","80.27","80.34","79.86","-0.41%"
"2012年02月22日","80.27","79.85","80.40","79.78","0.52%"
"2012年02月21日","79.85","79.62","79.86","79.56","0.30%"
"2012年02月20日","79.62","79.79","79.79","79.36","0.07%"
"2012年02月17日","79.56","78.83","79.61","78.83","0.92%"
"2012年02月16日","78.83","78.50","78.96","78.37","0.42%"
"2012年02月15日","78.50","78.41","78.66","78.18","0.12%"
"2012年02月14日","78.41","77.52","78.54","77.51","1.15%"
"2012年02月13日","77.52","77.71","77.78","77.37","-0.12%"
"2012年02月10日","77.61","77.66","77.81","77.52","-0.06%"
"2012年02月09日","77.66","77.07","77.73","77.04","0.76%"
"2012年02月08日","77.07","76.77","77.19","76.72","0.39%"
"2012年02月07日","76.77","76.57","76.96","76.53","0.27%"
"2012年02月06日","76.57","76.57","76.80","76.50","-0.05%"
"2012年02月03日","76.61","76.18","76.74","76.14","0.55%"
"2012年02月02日","76.19","76.20","76.24","76.05","-0.01%"
"2012年02月01日","76.20","76.27","76.35","76.02","-0.10%"
"2012年01月31日","76.27","76.38","76.42","76.16","-0.13%"
"2012年01月30日","76.38","76.74","76.78","76.22","-0.42%"
"2012年01月27日","76.69","77.47","77.47","76.65","-1.00%"
"2012年01月26日","77.47","77.79","77.81","77.30","-0.39%"
"2012年01月25日","77.78","77.69","78.28","77.56","0.13%"
"2012年01月24日","77.68","77.00","77.85","76.96","0.88%"
"2012年01月23日","77.00","76.97","77.08","76.87","-0.02%"
"2012年01月20日","77.02","77.08","77.30","76.92","-0.07%"
"2012年01月19日","77.08","76.79","77.32","76.70","0.37%"
"2012年01月18日","76.79","76.82","76.87","76.65","-0.04%"
"2012年01月17日","76.82","76.83","76.88","76.56","-0.01%"
"2012年01月16日","76.83","76.93","76.94","76.70","-0.18%"
"2012年01月13日","76.96","76.79","77.01","76.67","0.22%"
"2012年01月12日","76.79","76.87","76.98","76.67","-0.10%"
"2012年01月11日","76.87","76.86","77.04","76.84","0.02%"
"2012年01月10日","76.86","76.88","76.91","76.78","-0.02%"
"2012年01月09日","76.88","76.94","77.01","76.77","-0.12%"
"2012年01月06日","76.96","77.17","77.34","76.96","-0.27%"
"2012年01月05日","77.17","76.72","77.25","76.66","0.58%"
"2012年01月04日","76.72","76.74","76.83","76.61","-0.02%"
"2012年01月03日","76.74","76.95","76.96","76.63","-0.28%"
"2012年01月02日","76.95","77.04","77.07","76.86","0.08%"
"2011年12月30日","76.89","77.67","77.74","76.88","-1.01%"
"2011年12月29日","77.67","77.95","77.95","77.59","-0.35%"
"2011年12月28日","77.95","77.88","78.04","77.57","0.08%"
"2011年12月27日","77.88","78.01","78.03","77.80","-0.16%"
"2011年12月26日","78.01","78.09","78.09","77.98","-0.10%"
"2011年12月23日","78.08","78.17","78.23","78.00","-0.11%"
"2011年12月22日","78.17","78.08","78.21","78.00","0.11%"
"2011年12月21日","78.08","77.86","78.11","77.69","0.29%"
"2011年12月20日","77.86","78.02","78.06","77.72","-0.20%"
"2011年12月19日","78.02","77.82","78.16","77.80","0.32%"
"2011年12月16日","77.77","77.85","77.96","77.62","-0.11%"
"2011年12月15日","77.85","78.12","78.13","77.74","-0.35%"
"2011年12月14日","78.12","77.97","78.15","77.93","0.20%"
"2011年12月13日","77.97","77.96","78.02","77.65","0.01%"
"2011年12月12日","77.96","77.62","78.00","77.59","0.44%"
"2011年12月09日","77.61","77.68","77.78","77.50","-0.09%"
"2011年12月08日","77.68","77.68","77.80","77.14","0.00%"
"2011年12月07日","77.68","77.75","77.79","77.63","-0.09%"
"2011年12月06日","77.75","77.81","77.86","77.64","-0.07%"
"2011年12月05日","77.81","78.10","78.10","77.69","-0.23%"
"2011年12月02日","77.99","77.77","78.08","77.73","0.29%"
"2011年12月01日","77.77","77.60","77.81","77.49","0.22%"
"2011年11月30日","77.60","77.97","78.16","77.30","-0.48%"
"2011年11月29日","77.97","78.09","78.29","77.63","-0.15%"
"2011年11月28日","78.09","77.68","78.24","77.58","0.47%"
"2011年11月25日","77.73","77.18","77.79","77.18","0.70%"
"2011年11月24日","77.18","77.28","77.28","77.02","-0.13%"
"2011年11月23日","77.28","76.98","77.58","76.93","0.39%"
"2011年11月22日","76.98","76.94","77.32","76.84","0.05%"
"2011年11月21日","76.94","76.85","76.99","76.76","0.05%"
"2011年11月18日","76.90","76.97","77.03","76.58","-0.10%"
"2011年11月17日","76.97","77.07","77.08","76.92","-0.13%"
"2011年11月16日","77.07","77.09","77.15","76.86","-0.02%"
"2011年11月15日","77.09","77.10","77.50","76.91","-0.01%"
"2011年11月14日","77.10","77.18","77.25","76.82","-0.06%"
"2011年11月11日","77.14","77.66","77.67","77.05","-0.67%"
"2011年11月10日","77.66","77.77","77.87","77.51","-0.14%"
"2011年11月09日","77.77","77.71","77.89","77.54","0.09%"
"2011年11月08日","77.71","78.08","78.09","77.61","-0.48%"
"2011年11月07日","78.08","78.16","78.18","77.99","-0.19%"
"2011年11月04日","78.24","78.06","78.27","77.99","0.22%"
"2011年11月03日","78.06","78.15","78.17","77.90","-0.11%"
"2011年11月02日","78.15","78.31","78.32","77.96","-0.20%"
"2011年11月01日","78.31","78.32","78.98","78.02","-0.02%"
"2011年10月31日","78.32","75.76","79.53","75.58","3.30%"
"2011年10月28日","75.82","75.98","76.00","75.68","-0.20%"
"2011年10月27日","75.98","76.18","76.28","75.66","-0.26%"
"2011年10月26日","76.18","76.12","76.32","75.72","0.08%"
"2011年10月25日","76.12","76.20","76.30","75.75","-0.11%"
"2011年10月24日","76.20","76.42","76.44","75.99","-0.11%"
"2011年10月21日","76.29","76.88","76.88","75.82","-0.77%"
"2011年10月20日","76.88","76.84","77.09","76.68","0.05%"
"2011年10月19日","76.84","76.78","76.86","76.66","0.08%"
"2011年10月18日","76.78","76.84","76.91","76.63","-0.08%"
"2011年10月17日","76.84","77.22","77.46","76.60","-0.48%"
"2011年10月14日","77.21","76.90","77.45","76.86","0.40%"
"2011年10月13日","76.90","77.10","77.22","76.68","-0.26%"
"2011年10月12日","77.10","76.71","77.49","76.32","0.52%"
"2011年10月11日","76.71","76.67","76.76","76.60","0.05%"
"2011年10月10日","76.67","76.80","76.86","76.57","-0.09%"
"2011年10月07日","76.73","76.69","76.91","76.59","0.06%"
"2011年10月06日","76.69","76.79","76.84","76.57","-0.13%"
"2011年10月05日","76.79","76.83","77.07","76.62","-0.06%"
"2011年10月04日","76.83","76.62","76.98","76.54","0.28%"
"2011年10月03日","76.62","77.20","77.21","76.52","-0.56%"
"2011年09月30日","77.05","76.73","77.20","76.50","0.42%"
"2011年09月29日","76.73","76.54","77.03","76.42","0.25%"
"2011年09月28日","76.54","76.70","76.71","76.34","-0.21%"
"2011年09月27日","76.70","76.44","76.93","76.27","0.34%"
"2011年09月26日","76.44","76.66","76.76","76.23","-0.20%"
"2011年09月23日","76.60","76.26","76.89","76.15","0.44%"
"2011年09月22日","76.26","76.63","76.93","76.11","-0.48%"
"2011年09月21日","76.63","76.40","76.74","76.12","0.30%"
"2011年09月20日","76.40","76.68","76.76","76.36","-0.37%"
"2011年09月19日","76.68","76.96","76.98","76.33","-0.15%"
"2011年09月16日","76.80","76.72","76.97","76.68","0.10%"
"2011年09月15日","76.72","76.72","77.30","76.56","0.00%"
"2011年09月14日","76.72","76.95","77.06","76.60","-0.29%"
"2011年09月13日","76.95","77.19","77.25","76.81","-0.32%"
"2011年09月12日","77.19","77.47","77.59","76.76","-0.51%"
"2011年09月09日","77.59","77.56","77.86","77.10","0.03%"
"2011年09月08日","77.56","77.35","77.60","77.14","0.27%"
"2011年09月07日","77.35","77.53","77.55","77.08","-0.23%"
"2011年09月06日","77.53","76.93","77.73","76.72","0.78%"
"2011年09月05日","76.93","76.85","76.98","76.69","0.16%"
"2011年09月02日","76.81","76.89","76.97","76.55","-0.10%"
"2011年09月01日","76.89","76.76","77.24","76.71","0.16%"
"2011年08月31日","76.76","76.72","76.84","76.43","0.05%"
"2011年08月30日","76.72","76.95","76.95","76.62","-0.29%"
"2011年08月29日","76.95","76.76","77.02","76.58","0.37%"
"2011年08月26日","76.67","77.40","77.46","76.50","-0.95%"
"2011年08月25日","77.40","77.02","77.70","76.84","0.50%"
"2011年08月24日","77.02","76.66","77.08","76.48","0.48%"
"2011年08月23日","76.66","76.93","76.93","76.47","-0.35%"
"2011年08月22日","76.93","76.85","77.19","76.56","0.50%"
"2011年08月19日","76.55","76.64","76.97","75.97","-0.12%"
"2011年08月18日","76.64","76.62","76.71","76.45","0.02%"
"2011年08月17日","76.62","76.74","76.80","76.41","-0.16%"
"2011年08月16日","76.74","76.82","76.93","76.65","-0.10%"
"2011年08月15日","76.82","76.87","77.08","76.59","0.17%"
"2011年08月12日","76.68","76.94","77.02","76.52","-0.33%"
"2011年08月11日","76.94","76.82","77.22","76.31","0.16%"
"2011年08月10日","76.82","77.14","77.15","76.36","-0.42%"
"2011年08月09日","77.14","77.68","77.71","76.71","-0.68%"
"2011年08月08日","77.68","78.25","78.34","77.50","-1.01%"
"2011年08月05日","78.47","79.08","79.41","78.33","-0.77%"
"2011年08月04日","79.08","77.14","80.24","77.01","2.51%"
"2011年08月03日","77.14","77.30","77.38","76.79","-0.21%"
"2011年08月02日","77.30","77.57","77.78","76.96","-0.35%"
"2011年08月01日","77.57","77.35","78.04","76.31","1.05%"
"2011年07月29日","76.76","77.83","77.87","76.74","-1.37%"
"2011年07月28日","77.83","77.94","78.03","77.63","-0.15%"
"2011年07月27日","77.94","77.99","78.17","77.58","-0.07%"
"2011年07月26日","77.99","78.31","78.56","77.83","-0.40%"
"2011年07月25日","78.31","78.39","78.55","78.06","-0.30%"
"2011年07月22日","78.54","78.56","78.72","78.29","-0.02%"
"2011年07月21日","78.56","78.82","79.02","78.23","-0.33%"
"2011年07月20日","78.82","79.18","79.32","78.71","-0.46%"
"2011年07月19日","79.18","79.04","79.28","78.82","0.17%"
"2011年07月18日","79.04","79.07","79.18","78.95","-0.11%"
"2011年07月15日","79.14","79.01","79.28","78.99","0.16%"
"2011年07月14日","79.01","78.86","79.60","78.47","0.18%"
"2011年07月13日","78.86","79.46","79.57","78.66","-0.75%"
"2011年07月12日","79.46","80.34","80.36","78.49","-1.11%"
"2011年07月11日","80.34","80.68","80.83","80.11","-0.37%"
"2011年07月08日","80.64","81.27","81.48","80.51","-0.77%"
"2011年07月07日","81.27","80.88","81.41","80.80","0.48%"
"2011年07月06日","80.88","81.08","81.10","80.77","-0.25%"
"2011年07月05日","81.08","80.79","81.19","80.79","0.36%"
"2011年07月04日","80.79","80.83","80.87","80.54","-0.06%"
"2011年07月01日","80.83","80.71","81.14","80.56","0.16%"
"2011年06月30日","80.71","80.75","80.86","80.27","-0.05%"
"2011年06月29日","80.75","81.05","81.19","80.58","-0.38%"
"2011年06月28日","81.05","80.77","81.27","80.66","0.36%"
"2011年06月27日","80.77","80.47","80.98","80.47","0.41%"
"2011年06月24日","80.43","80.50","80.61","80.13","-0.08%"
"2011年06月23日","80.50","80.37","80.79","80.34","0.15%"
"2011年06月22日","80.37","80.25","80.42","80.02","0.15%"
"2011年06月21日","80.25","80.21","80.33","80.06","0.05%"
"2011年06月20日","80.21","80.17","80.36","80.03","0.20%"
"2011年06月17日","80.05","80.58","80.68","80.01","-0.67%"
"2011年06月16日","80.58","80.85","81.03","80.49","-0.33%"
"2011年06月15日","80.85","80.51","81.06","80.39","0.42%"
"2011年06月14日","80.51","80.20","80.65","80.11","0.39%"
"2011年06月13日","80.20","80.36","80.69","80.09","-0.16%"
"2011年06月10日","80.33","80.36","80.40","79.97","-0.03%"
"2011年06月09日","80.36","79.87","80.46","79.84","0.60%"
"2011年06月08日","79.87","80.19","80.21","79.70","-0.39%"
"2011年06月07日","80.19","80.12","80.33","79.99","0.09%"
"2011年06月06日","80.12","80.23","80.40","79.98","-0.19%"
"2011年06月03日","80.27","80.89","80.89","80.06","-0.76%"
"2011年06月02日","80.89","80.94","81.32","80.57","-0.07%"
"2011年06月01日","80.94","81.36","81.50","80.68","-0.51%"
"2011年05月31日","81.36","80.87","81.77","80.71","0.60%"
"2011年05月30日","80.87","80.87","81.02","80.77","0.09%"
"2011年05月27日","80.80","81.14","81.29","80.71","-0.42%"
"2011年05月26日","81.14","82.03","82.04","81.09","-1.09%"
"2011年05月25日","82.03","82.05","82.17","81.80","-0.02%"
"2011年05月24日","82.05","81.97","82.21","81.62","0.09%"
"2011年05月23日","81.97","81.66","82.08","81.32","0.32%"
